"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-01","2000","01","01","","-21.2","","-24.1","","-22.7","","40.7","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-02","2000","01","02","","-22.8","","-24.9","","-23.9","","41.9","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-03","2000","01","03","","-21.5","","-24.7","","-23.1","","41.1","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-04","2000","01","04","","-21.4","","-26.1","","-23.8","","41.8","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-05","2000","01","05","","-25.8","","-28.1","","-27.0","","45.0","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-06","2000","01","06","","-28.0","","-29.1","","-28.6","","46.6","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-07","2000","01","07","","-28.9","","-31.1","","-30.0","","48.0","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-08","2000","01","08","","-29.6","","-31.0","","-30.3","","48.3","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-09","2000","01","09","","-28.5","","-29.7","","-29.1","","47.1","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-10","2000","01","10","","-24.1","","-30.7","","-27.4","","45.4","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-11","2000","01","11","","-21.6","","-27.5","","-24.6","","42.6","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-12","2000","01","12","","-23.4","","-34.5","","-29.0","","47.0","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-13","2000","01","13","","-34.0","","-36.1","","-35.1","","53.1","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-14","2000","01","14","","-19.5","","-34.5","","-27.0","","45.0","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-15","2000","01","15","","-17.6","","-24.9","","-21.3","","39.3","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-16","2000","01","16","","-21.0","","-27.9","","-24.5","","42.5","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-17","2000","01","17","","-27.8","","-34.6","","-31.2","","49.2","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-18","2000","01","18","","-32.7","","-34.1","","-33.4","","51.4","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-19","2000","01","19","","-26.4","","-34.9","","-30.7","","48.7","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-20","2000","01","20","","-24.8","","-29.5","","-27.2","","45.2","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-21","2000","01","21","","-29.2","","-33.7","","-31.5","","49.5","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-22","2000","01","22","","-19.6","","-30.5","","-25.1","","43.1","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-23","2000","01","23","","-23.3","","-32.0","","-27.7","","45.7","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-24","2000","01","24","","-8.1","","-23.3","","-15.7","","33.7","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-25","2000","01","25","","-6.5","","-10.3","","-8.4","","26.4","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-26","2000","01","26","","-9.7","","-16.8","","-13.3","","31.3","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-27","2000","01","27","","-11.2","","-15.1","","-13.2","","31.2","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-28","2000","01","28","","-11.3","","-24.4","","-17.9","","35.9","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-29","2000","01","29","","-22.6","","-24.8","","-23.7","","41.7","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-30","2000","01","30","","-20.7","","-24.6","","-22.7","","40.7","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-01-31","2000","01","31","","-15.3","","-21.9","","-18.6","","36.6","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-02-01","2000","02","01","","-19.4","","-25.9","","-22.7","","40.7","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-02-02","2000","02","02","","-21.2","","-27.7","","-24.5","","42.5","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-02-03","2000","02","03","","-5.6","","-24.4","","-15.0","","33.0","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-02-04","2000","02","04","","-11.6","","-25.4","","-18.5","","36.5","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-02-05","2000","02","05","","-10.7","","-19.4","","-15.1","","33.1","","0.0","","","","","","","","","","","","",""
"-130.91","69.60","LIVERPOOL BAY","220B68C","2000-02-06","2000","02","06","","-14.3","","-23.6","","-19.0","","37.0","","0.0","","","","","","","","","","","","",""
