"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 00:00","2000","06","01","00:00","-2.3","","-2.5","","99","","34","","9","","","M","","M","","","-6","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 01:00","2000","06","01","01:00","-2.9","","-2.9","","100","","36","","9","","","M","","M","","","-6","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 02:00","2000","06","01","02:00","-3.6","","-3.6","","100","","36","","11","","","M","","M","","","-8","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 03:00","2000","06","01","03:00","-4.2","","-4.2","","100","","1","","6","","","M","","M","","","-7","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 04:00","2000","06","01","04:00","-5.0","","-5.0","","100","","4","","11","","","M","","M","","","-10","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 05:00","2000","06","01","05:00","-5.7","","-5.7","","100","","6","","7","","","M","","M","","","-9","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 06:00","2000","06","01","06:00","-6.4","","-6.5","","99","","3","","6","","","M","","M","","","-9","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 07:00","2000","06","01","07:00","-6.5","","-6.8","","98","","36","","6","","","M","","M","","","-9","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 08:00","2000","06","01","08:00","-5.7","","-6.1","","97","","5","","7","","","M","","M","","","-9","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 09:00","2000","06","01","09:00","-4.3","","-5.1","","94","","11","","4","","","M","","M","","","-6","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 10:00","2000","06","01","10:00","-2.7","","-4.1","","90","","6","","7","","","M","","M","","","-6","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 11:00","2000","06","01","11:00","-0.9","","-3.3","","84","","9","","9","","","M","","M","","","-4","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 12:00","2000","06","01","12:00","0.2","","-2.6","","81","","12","","9","","","M","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 13:00","2000","06","01","13:00","2.5","","-1.3","","76","","12","","9","","","M","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 14:00","2000","06","01","14:00","3.6","","-0.7","","73","","12","","7","","","M","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 15:00","2000","06","01","15:00","5.1","","0.2","","71","","12","","9","","","M","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 16:00","2000","06","01","16:00","7.2","","0.9","","64","","14","","9","","","M","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 17:00","2000","06","01","17:00","9.2","","1.3","","58","","14","","7","","","M","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 18:00","2000","06","01","18:00","9.8","","1.8","","57","","33","","4","","","M","","M","","","","","NA"
"-133.50","68.75","TRAIL VALLEY","220N005","2000-06-01 19:00","2000","06","01","19:00","9.6","","2.3","","60","","24","","7","","","M","","M","","","","","NA"
